dataset,rung,model,split,train_rate,seed,auprc,auroc,best_f1,n_train,n_test,n_feats,wall_s
amazon,aL,lightgbm,random,0.1,4,0.9032325470771464,0.9709738278917018,0.8601626016260163,864,6911,29,2.53
amazon,aL,xgboost,random,0.1,4,0.9020271152111506,0.9679867594024452,0.8734177215189873,864,6911,29,0.71
amazon,b0,lightgbm,random,0.1,4,0.9001811934994595,0.9685147624241947,0.8537815126050421,864,6911,104,2.76
amazon,b0,xgboost,random,0.1,4,0.9021161807201509,0.9696380617774486,0.8589951377633711,864,6911,104,0.74
amazon,b,lightgbm,random,0.1,4,0.898020593210726,0.9667201119137633,0.854045037531276,864,6911,108,2.7
amazon,b,xgboost,random,0.1,4,0.9008156074610093,0.9678984141169438,0.8589951377633711,864,6911,108,0.69
amazon,a,lightgbm,random,0.2,0,0.894854853916462,0.9682704042715484,0.8468125594671742,1728,6047,25,4.51
amazon,a,xgboost,random,0.2,0,0.8862064620191261,0.9681745804729214,0.8525519848771266,1728,6047,25,0.97
amazon,aL,lightgbm,random,0.2,0,0.9089271624236358,0.9743357487922706,0.8501362397820164,1728,6047,29,4.18
amazon,aL,xgboost,random,0.2,0,0.905571032728097,0.9726188660055937,0.8555758683729434,1728,6047,29,0.93
amazon,b0,lightgbm,random,0.2,0,0.9231209022975058,0.9807907449783879,0.8634686346863469,1728,6047,104,4.49
amazon,b0,xgboost,random,0.2,0,0.9147011235126747,0.9782211416221714,0.8552253116011506,1728,6047,104,0.9
amazon,b,lightgbm,random,0.2,0,0.9227980092476533,0.9807405288583779,0.8602941176470589,1728,6047,108,4.37
amazon,b,xgboost,random,0.2,0,0.9149423161207705,0.9770353419781337,0.8576779026217228,1728,6047,108,0.9
amazon,a,lightgbm,random,0.2,1,0.8950314246298446,0.9726573226544624,0.8576675849403123,1728,6047,25,4.65
amazon,a,xgboost,random,0.2,1,0.8902200643882937,0.972816075514874,0.8512628624883068,1728,6047,25,0.97
amazon,aL,lightgbm,random,0.2,1,0.9113000851410243,0.9797880116959065,0.8584558823529412,1728,6047,29,4.13
amazon,aL,xgboost,random,0.2,1,0.9162085869163641,0.9799027459954233,0.8592870544090057,1728,6047,29,0.93
amazon,b0,lightgbm,random,0.2,1,0.9139616492857525,0.9827475845410628,0.8636363636363636,1728,6047,104,4.38
amazon,b0,xgboost,random,0.2,1,0.9110710647310821,0.9797676709890669,0.8647654093836247,1728,6047,104,0.91
amazon,b,lightgbm,random,0.2,1,0.9111595335415997,0.981293224002034,0.8651162790697675,1728,6047,108,4.39
amazon,b,xgboost,random,0.2,1,0.9157669411155123,0.9803670861937452,0.8652094717668488,1728,6047,108,0.91
amazon,a,lightgbm,random,0.2,2,0.8973523045658047,0.9774958682939232,0.8397790055248618,1728,6047,25,4.72
amazon,a,xgboost,random,0.2,2,0.9008977663293616,0.9783371472158658,0.8445692883895131,1728,6047,25,0.97
amazon,aL,lightgbm,random,0.2,2,0.917453317997325,0.9833250699211797,0.8622540250447227,1728,6047,29,4.21
amazon,aL,xgboost,random,0.2,2,0.9158836913762868,0.9811622807017544,0.8659420289855072,1728,6047,29,0.92
amazon,b0,lightgbm,random,0.2,2,0.9219496830923293,0.9838977879481312,0.8533568904593639,1728,6047,104,4.44
amazon,b0,xgboost,random,0.2,2,0.924001050221869,0.9838180142384947,0.8568807339449541,1728,6047,104,0.92
amazon,b,lightgbm,random,0.2,2,0.9262222034412492,0.9833021866259853,0.8650137741046832,1728,6047,108,4.41
amazon,b,xgboost,random,0.2,2,0.9256281648146214,0.9834900203407069,0.8623853211009174,1728,6047,108,0.91
amazon,a,lightgbm,random,0.2,3,0.8813437623949584,0.9663640986524282,0.8499534016775396,1728,6047,25,4.56
amazon,a,xgboost,random,0.2,3,0.8945184062031275,0.9661568777015002,0.8576744186046512,1728,6047,25,0.97
amazon,aL,lightgbm,random,0.2,3,0.9090563287350328,0.9786149249936436,0.8563432835820896,1728,6047,29,4.06
amazon,aL,xgboost,random,0.2,3,0.9097833056664205,0.9802822273073989,0.8603351955307262,1728,6047,29,0.94
amazon,b0,lightgbm,random,0.2,3,0.9060698967242579,0.9766679379608441,0.8541862652869239,1728,6047,104,4.32
amazon,b0,xgboost,random,0.2,3,0.9095003069073486,0.9745960462751081,0.8603561387066543,1728,6047,104,0.89
amazon,b,lightgbm,random,0.2,3,0.9062757924958285,0.9748280574624968,0.8579439252336449,1728,6047,108,4.33
amazon,b,xgboost,random,0.2,3,0.9100861563752037,0.9754303330790746,0.8619718309859155,1728,6047,108,0.91
amazon,a,lightgbm,random,0.2,4,0.8909213323002089,0.9695995423340962,0.854764107308048,1728,6047,25,4.61
amazon,a,xgboost,random,0.2,4,0.9002733479571564,0.9704904017289602,0.8542246982358404,1728,6047,25,0.96
amazon,aL,lightgbm,random,0.2,4,0.908944876931415,0.974257564200356,0.8540734109221129,1728,6047,29,4.2
amazon,aL,xgboost,random,0.2,4,0.9111287088239779,0.9748827231121281,0.8642659279778393,1728,6047,29,0.9
amazon,b0,lightgbm,random,0.2,4,0.9134072416629303,0.9779948512585812,0.8574040219378427,1728,6047,104,4.31
amazon,b0,xgboost,random,0.2,4,0.9146150578997191,0.975307335367404,0.8590476190476192,1728,6047,104,0.88
amazon,b,lightgbm,random,0.2,4,0.916024669628154,0.9793131833206203,0.8581623550401427,1728,6047,108,4.24
amazon,b,xgboost,random,0.2,4,0.9165429465346213,0.9770973175692855,0.8605947955390335,1728,6047,108,0.88
amazon,a,lightgbm,random,0.4,0,0.9069610729822861,0.9764172640465978,0.8556430446194225,3455,4320,25,5.68
amazon,a,xgboost,random,0.4,0,0.904452218567073,0.9739847964551205,0.856020942408377,3455,4320,25,1.0
amazon,aL,lightgbm,random,0.4,0,0.929529691360432,0.9846501833998403,0.8668407310704961,3455,4320,29,4.92
amazon,aL,xgboost,random,0.4,0,0.931265677382436,0.985622423517007,0.8640406607369759,3455,4320,29,1.0
amazon,b0,lightgbm,random,0.4,0,0.9334569921398957,0.9864639527349389,0.8692403486924034,3455,4320,104,5.27
amazon,b0,xgboost,random,0.4,0,0.9361861268923473,0.9861191249340999,0.8785529715762274,3455,4320,104,1.11
amazon,b,lightgbm,random,0.4,0,0.9397233775856035,0.9870048468846302,0.8836045056320401,3455,4320,108,5.09
amazon,b,xgboost,random,0.4,0,0.9418661800863701,0.9873347362969851,0.885117493472585,3455,4320,108,1.1
amazon,a,lightgbm,random,0.4,1,0.9062674256695884,0.9750535136645798,0.8756345177664974,3455,4320,25,5.65
amazon,a,xgboost,random,0.4,1,0.9093470662393226,0.9802660775962141,0.88,3455,4320,25,1.0
amazon,aL,lightgbm,random,0.4,1,0.9293950495791441,0.9813201676336161,0.8792884371029226,3455,4320,29,4.96
amazon,aL,xgboost,random,0.4,1,0.9276813265182524,0.9816015072833979,0.8745046235138706,3455,4320,29,0.99
amazon,b0,lightgbm,random,0.4,1,0.9324891168317812,0.9857357062963441,0.8754716981132076,3455,4320,104,5.24
amazon,b0,xgboost,random,0.4,1,0.9296526632838912,0.9863046099244429,0.88,3455,4320,104,1.1
amazon,b,lightgbm,random,0.4,1,0.9323903728540867,0.9848281991959414,0.8830486202365309,3455,4320,108,5.0
amazon,b,xgboost,random,0.4,1,0.9329841797344876,0.9859068753310565,0.881664499349805,3455,4320,108,1.16
amazon,a,lightgbm,random,0.4,2,0.8978883343180196,0.9787071945146237,0.8523316062176165,3455,4320,25,5.69
amazon,a,xgboost,random,0.4,2,0.8954699931350798,0.9785322908827904,0.851228978007762,3455,4320,25,0.98
amazon,aL,lightgbm,random,0.4,2,0.9169200618818523,0.9839238042598061,0.8542199488491049,3455,4320,29,5.0
amazon,aL,xgboost,random,0.4,2,0.9174578432276824,0.9822958311314771,0.8564167725540025,3455,4320,29,0.98
amazon,b0,lightgbm,random,0.4,2,0.9273435672941147,0.9864415451522129,0.8534031413612565,3455,4320,104,5.11
amazon,b0,xgboost,random,0.4,2,0.9282892881091773,0.9861795009208894,0.8531994981179424,3455,4320,104,1.1
amazon,b,lightgbm,random,0.4,2,0.9339737545098791,0.9869936430932672,0.8600508905852418,3455,4320,108,4.97
amazon,b,xgboost,random,0.4,2,0.9296843307307227,0.9864017094495888,0.8582089552238805,3455,4320,108,1.11
amazon,a,lightgbm,random,0.4,3,0.9094658279107662,0.9783573872509568,0.8740359897172236,3455,4320,25,5.62
amazon,a,xgboost,random,0.4,3,0.9106843149846413,0.9803214741201756,0.8746736292428199,3455,4320,25,0.97
amazon,aL,lightgbm,random,0.4,3,0.9309563379768047,0.9876428405594676,0.8767471410419314,3455,4320,29,4.85
amazon,aL,xgboost,random,0.4,3,0.9289845925598255,0.9856840443695035,0.8794871794871795,3455,4320,29,0.98
amazon,b0,lightgbm,random,0.4,3,0.9323989916984524,0.9853043603288686,0.8831168831168832,3455,4320,104,5.11
amazon,b0,xgboost,random,0.4,3,0.9312167985667097,0.9846900191024642,0.8774703557312253,3455,4320,104,1.17
amazon,b,lightgbm,random,0.4,3,0.9323325983568196,0.9852551881334422,0.8805194805194805,3455,4320,108,5.2
amazon,b,xgboost,random,0.4,3,0.9328255945029014,0.9844777694994208,0.8772378516624041,3455,4320,108,1.12
amazon,a,lightgbm,random,0.4,4,0.898482691241971,0.9708520919034557,0.8556430446194225,3455,4320,25,5.84
amazon,a,xgboost,random,0.4,4,0.9041185038275036,0.9727032072097642,0.858257477243173,3455,4320,25,0.98
amazon,aL,lightgbm,random,0.4,4,0.9177999427561525,0.9795026637013966,0.8531289910600255,3455,4320,29,4.98
amazon,aL,xgboost,random,0.4,4,0.9173900339332111,0.9782266763517219,0.8599752168525403,3455,4320,29,1.08
amazon,b0,lightgbm,random,0.4,4,0.9253714484724195,0.9822675104366427,0.8589580686149936,3455,4320,104,5.3
amazon,b0,xgboost,random,0.4,4,0.9254853929692862,0.981582834297793,0.8680641183723797,3455,4320,104,1.09
amazon,b,lightgbm,random,0.4,4,0.9292808114453214,0.9828457505575441,0.8683544303797468,3455,4320,108,5.17
amazon,b,xgboost,random,0.4,4,0.9252571253158778,0.9815685183421624,0.863920099875156,3455,4320,108,1.1
elliptic,a,lightgbm,temporal,-1.0,0,0.7905971422865573,0.9216258002250022,0.8171122994652406,26381,16670,165,7.61
elliptic,a,xgboost,temporal,-1.0,0,0.7868804562435043,0.9190172623550854,0.8172615876398508,26381,16670,165,1.83
elliptic,aL,lightgbm,temporal,-1.0,0,0.7782135718692554,0.9128954266823082,0.8159574468085106,26381,16670,169,6.53
elliptic,aL,xgboost,temporal,-1.0,0,0.7789309172093584,0.9162672613332097,0.8191603875134552,26381,16670,169,1.78
elliptic,b0,lightgbm,temporal,-1.0,0,0.7939012031405909,0.9272342099605817,0.823093220338983,26381,16670,661,13.59
elliptic,b0,xgboost,temporal,-1.0,0,0.7998960214222546,0.9278112291530675,0.8184713375796179,26381,16670,661,6.03
elliptic,b,lightgbm,temporal,-1.0,0,0.7851481078788771,0.9191129336241028,0.8223295759527643,26381,16670,665,11.98
elliptic,b,xgboost,temporal,-1.0,0,0.7890480240566573,0.9281371927182495,0.8257858284496538,26381,16670,665,5.58
elliptic,a,lightgbm,temporal,-1.0,1,0.7905971422865573,0.9216258002250022,0.8171122994652406,26381,16670,165,7.63
elliptic,a,xgboost,temporal,-1.0,1,0.7868804562435043,0.9190172623550854,0.8172615876398508,26381,16670,165,1.82
elliptic,aL,lightgbm,temporal,-1.0,1,0.7782135718692554,0.9128954266823082,0.8159574468085106,26381,16670,169,6.47
elliptic,aL,xgboost,temporal,-1.0,1,0.7789309172093584,0.9162672613332097,0.8191603875134552,26381,16670,169,1.78
elliptic,b0,lightgbm,temporal,-1.0,1,0.7939012031405909,0.9272342099605817,0.823093220338983,26381,16670,661,13.39
elliptic,b0,xgboost,temporal,-1.0,1,0.7998960214222546,0.9278112291530675,0.8184713375796179,26381,16670,661,6.0
elliptic,b,lightgbm,temporal,-1.0,1,0.7851481078788771,0.9191129336241028,0.8223295759527643,26381,16670,665,11.99
elliptic,b,xgboost,temporal,-1.0,1,0.7890480240566573,0.9281371927182495,0.8257858284496538,26381,16670,665,5.64
elliptic,a,lightgbm,temporal,-1.0,2,0.7905971422865573,0.9216258002250022,0.8171122994652406,26381,16670,165,7.59
elliptic,a,xgboost,temporal,-1.0,2,0.7868804562435043,0.9190172623550854,0.8172615876398508,26381,16670,165,1.82
elliptic,aL,lightgbm,temporal,-1.0,2,0.7782135718692554,0.9128954266823082,0.8159574468085106,26381,16670,169,6.46
elliptic,aL,xgboost,temporal,-1.0,2,0.7789309172093584,0.9162672613332097,0.8191603875134552,26381,16670,169,1.77
elliptic,b0,lightgbm,temporal,-1.0,2,0.7939012031405909,0.9272342099605817,0.823093220338983,26381,16670,661,13.38
elliptic,b0,xgboost,temporal,-1.0,2,0.7998960214222546,0.9278112291530675,0.8184713375796179,26381,16670,661,5.98
elliptic,b,lightgbm,temporal,-1.0,2,0.7851481078788771,0.9191129336241028,0.8223295759527643,26381,16670,665,11.97
elliptic,b,xgboost,temporal,-1.0,2,0.7890480240566573,0.9281371927182495,0.8257858284496538,26381,16670,665,5.61
elliptic,a,lightgbm,temporal,-1.0,3,0.7905971422865573,0.9216258002250022,0.8171122994652406,26381,16670,165,7.64
elliptic,a,xgboost,temporal,-1.0,3,0.7868804562435043,0.9190172623550854,0.8172615876398508,26381,16670,165,1.82
elliptic,aL,lightgbm,temporal,-1.0,3,0.7782135718692554,0.9128954266823082,0.8159574468085106,26381,16670,169,6.47
elliptic,aL,xgboost,temporal,-1.0,3,0.7789309172093584,0.9162672613332097,0.8191603875134552,26381,16670,169,1.79
elliptic,b0,lightgbm,temporal,-1.0,3,0.7939012031405909,0.9272342099605817,0.823093220338983,26381,16670,661,13.83
elliptic,b0,xgboost,temporal,-1.0,3,0.7998960214222546,0.9278112291530675,0.8184713375796179,26381,16670,661,6.31
elliptic,b,lightgbm,temporal,-1.0,3,0.7851481078788771,0.9191129336241028,0.8223295759527643,26381,16670,665,12.05
elliptic,b,xgboost,temporal,-1.0,3,0.7890480240566573,0.9281371927182495,0.8257858284496538,26381,16670,665,5.6
elliptic,a,lightgbm,temporal,-1.0,4,0.7905971422865573,0.9216258002250022,0.8171122994652406,26381,16670,165,7.6
elliptic,a,xgboost,temporal,-1.0,4,0.7868804562435043,0.9190172623550854,0.8172615876398508,26381,16670,165,1.82
elliptic,aL,lightgbm,temporal,-1.0,4,0.7782135718692554,0.9128954266823082,0.8159574468085106,26381,16670,169,7.96
elliptic,aL,xgboost,temporal,-1.0,4,0.7789309172093584,0.9162672613332097,0.8191603875134552,26381,16670,169,1.82
elliptic,b0,lightgbm,temporal,-1.0,4,0.7939012031405909,0.9272342099605817,0.823093220338983,26381,16670,661,13.5
elliptic,b0,xgboost,temporal,-1.0,4,0.7998960214222546,0.9278112291530675,0.8184713375796179,26381,16670,661,6.06
elliptic,b,lightgbm,temporal,-1.0,4,0.7851481078788771,0.9191129336241028,0.8223295759527643,26381,16670,665,12.22
elliptic,b,xgboost,temporal,-1.0,4,0.7890480240566573,0.9281371927182495,0.8257858284496538,26381,16670,665,5.61
